status,card_present_flag,account,long_lat,txn_description,first_name,balance,date,gender,age,merchant_state,extraction,amount,transaction_id,customer_id,movement,month,dayofweek,hour,category
posted,n/a,ACC-4274272854,145.23 -37.86,PAYMENT,Timothy,3670.08,2018-08-23,M,20,n/a,13:00:00,15.0,9bb2d6f13018485094161a7db5fcfcea,CUS-2484453271,debit,8,3,13,Others
posted,n/a,ACC-1243371644,150.90 -33.78,PAY/SALARY,Gregory,3001.96,2018-08-23,M,42,n/a,13:00:00,1681.58,6b34b828709141bc968b5b52f21b60c3,CUS-3904958894,credit,8,3,13,Salary
authorized,1.0,ACC-4258502723,145.45 -37.74,POS,Kimberly,1769.69,2018-08-23,F,24,VIC,13:07:27,4.57,991eb9e769cf42788dfcfeb6503f4379,CUS-3378712515,debit,8,3,13,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,16038.1,2018-08-23,M,24,QLD,13:27:03,17.09,18039854215a4ca3ab8c1f6fca699e60,CUS-51506836,debit,8,3,13,Purchase
authorized,1.0,ACC-854938045,147.63 -22.84,SALES-POS,James,10443.21,2018-08-23,M,28,QLD,13:46:39,45.34,8d248f2be56f4d788d8c28cc695bba16,CUS-4023861240,debit,8,3,13,Purchase
posted,n/a,ACC-1349834573,145.17 -37.84,PAYMENT,Matthew,8121.28,2018-08-23,M,39,n/a,14:00:00,60.0,6337be8db5cf4209bbb3c57db6d553f5,CUS-1790886359,debit,8,3,14,Others
posted,n/a,ACC-1608363396,151.22 -33.87,PAY/SALARY,Robert,4969.93,2018-08-23,M,20,n/a,14:00:00,2320.3,7bbd4205e7e949efb780da07b2e950a2,CUS-2688605418,credit,8,3,14,Salary
posted,n/a,ACC-1424176027,151.08 -33.93,PAY/SALARY,Donald,3842.64,2018-08-23,M,22,n/a,14:00:00,1928.97,65fadb4d7a0041929329ae0f80374558,CUS-3431016847,credit,8,3,14,Salary
authorized,1.0,ACC-2901672282,255.00 -573.00,SALES-POS,Daniel,3235.09,2018-08-23,M,22,QLD,14:03:10,74.24,718d05436d754a36b6c97f509b5deeeb,CUS-1617121891,debit,8,3,14,Purchase
authorized,1.0,ACC-2173390920,144.71 -37.58,SALES-POS,Luis,3146.52,2018-08-23,M,27,VIC,14:13:04,63.74,186d6e4c924a4e8dab1d7c317634190e,CUS-3180318393,debit,8,3,14,Purchase
authorized,1.0,ACC-2890243754,153.32 -27.93,SALES-POS,Joseph,1881.12,2018-08-23,M,37,QLD,14:22:58,16.96,54d8f95ad04f42739bffd7bbd3088a26,CUS-2695611575,debit,8,3,14,Purchase
authorized,1.0,ACC-2681137560,151.11 -33.99,SALES-POS,Nathaniel,2664.56,2018-08-23,M,31,NSW,14:32:52,9.45,1aeb4ed865ed4520a275fcc01ff008e7,CUS-2083971310,debit,8,3,14,Purchase
authorized,1.0,ACC-2305712452,138.61 -34.89,SALES-POS,Debra,1934.71,2018-08-23,F,18,NSW,14:42:46,9.04,239ac3bd262f4226990e6444d090dd3a,CUS-1842679196,debit,8,3,14,Purchase
authorized,1.0,ACC-1349834573,145.17 -37.84,POS,Matthew,8181.28,2018-08-23,M,39,VIC,14:52:40,66.13,76dcbe84a7984dd29ec721bf6abb90ad,CUS-1790886359,debit,8,3,14,Purchase
posted,n/a,ACC-2988263882,145.18 -37.90,PAY/SALARY,Michael,3769.84,2018-08-23,M,44,n/a,15:00:00,596.33,2630e89e08a44fdb9e8fcca6d0744be6,CUS-1233833708,credit,8,3,15,Salary
posted,n/a,ACC-1037050564,153.10 -27.66,PAYMENT,Rhonda,2513.05,2018-08-23,F,40,n/a,15:00:00,33.0,b2a0ab40f06849619e558a1a6c2b25b0,CUS-1614226872,debit,8,3,15,Others
authorized,1.0,ACC-211792489,138.63 -34.93,POS,Jacqueline,1821.09,2018-08-23,F,30,SA,15:01:41,19.52,9afac8e670944ff1afd5f2eda9987fa7,CUS-497688347,debit,8,3,15,Purchase
authorized,1.0,ACC-1334819143,145.13 -37.70,SALES-POS,Christopher,58452.53,2018-08-23,M,33,VIC,15:08:10,30.64,c81921b7bba143a1921e8b244572d1dd,CUS-3117610635,debit,8,3,15,Purchase
authorized,1.0,ACC-182446574,116.06 -32.00,SALES-POS,Tonya,3696.13,2018-08-23,F,27,WA,15:14:40,19.11,cf4906e273994c90a1c5700131c0fd51,CUS-3026014945,debit,8,3,15,Purchase
authorized,1.0,ACC-1349834573,145.17 -37.84,SALES-POS,Matthew,7868.22,2018-08-23,M,39,SA,15:21:10,253.06,4ec16ddcd3bc4fe0b00c34ebdaf1b7a3,CUS-1790886359,debit,8,3,15,Purchase
authorized,0.0,ACC-1222300524,151.23 -33.94,POS,Michael,1887.96,2018-08-23,M,38,WA,15:27:39,7.65,8548d8e4aeb549478717d5651c008d7b,CUS-2142601169,debit,8,3,15,Purchase
authorized,0.0,ACC-1056639002,145.03 -37.91,SALES-POS,Michael,42885.63,2018-08-23,M,22,VIC,15:34:09,11.63,728edb4d227948a09906b77f197a6386,CUS-3462882033,debit,8,3,15,Purchase
authorized,1.0,ACC-3689607373,115.79 -31.79,POS,Virginia,3472.73,2018-08-23,F,20,WA,15:40:38,21.71,eeafa626c9de4992a1e1733c23ca2af2,CUS-127297539,debit,8,3,15,Purchase
authorized,1.0,ACC-964839203,146.92 -36.07,POS,Michael,31481.33,2018-08-23,M,21,QLD,15:47:08,62.45,755be47687314e9f9b045b045a40b136,CUS-2059096722,debit,8,3,15,Purchase
authorized,1.0,ACC-1199531521,116.02 -31.87,SALES-POS,Billy,6813.78,2018-08-23,M,52,WA,15:53:38,35.24,2de0e5c7b49f4b4b9570222e6331b32f,CUS-134833760,debit,8,3,15,Purchase
posted,n/a,ACC-3881031190,149.19 -21.15,PAY/SALARY,Richard,3797.09,2018-08-23,M,37,n/a,16:00:00,916.75,4d0594f8badd47a7ac9038c3c4afea9e,CUS-3201519139,credit,8,3,16,Salary
authorized,0.0,ACC-3021093232,149.83 -29.47,SALES-POS,Melissa,3840.54,2018-08-23,F,30,NSW,16:00:19,47.16,b412ff32668e43de90a6463f3b353892,CUS-55310383,debit,8,3,16,Purchase
authorized,1.0,ACC-3233697971,151.04 -33.77,POS,Robin,4069.0,2018-08-23,F,34,NSW,16:16:43,10.28,51220f89e6284d2e87b36cf82b68e364,CUS-1147642491,debit,8,3,16,Purchase
authorized,1.0,ACC-1516130869,130.84 -12.45,SALES-POS,Jessica,3878.28,2018-08-23,F,21,NT,16:33:06,26.58,14b1d95db5124ba3a203301a4ecb1914,CUS-325142416,debit,8,3,16,Purchase
authorized,1.0,ACC-1710017148,150.82 -34.01,POS,Michelle,7669.45,2018-08-23,F,19,NSW,16:49:30,7.9,7b037c50c7284fa4977f6e5b251b50dd,CUS-883482547,debit,8,3,16,Purchase
posted,n/a,ACC-1279356312,144.79 -37.73,PAYMENT,Tyler,6067.23,2018-08-23,M,44,n/a,17:00:00,15.0,e5efee336030410ea6cf26e7b6ee0216,CUS-1892177589,debit,8,3,17,Others
posted,n/a,ACC-2173390920,144.71 -37.58,PAYMENT,Luis,3117.52,2018-08-23,M,27,n/a,17:00:00,29.0,5749a560ce4f45019a0cec710e07f315,CUS-3180318393,debit,8,3,17,Others
posted,n/a,ACC-154431271,153.09 -27.48,PAY/SALARY,Lori,2187.72,2018-08-23,F,18,n/a,17:00:00,1537.68,adf7a47ca709400d97842b12cc43c2a7,CUS-3702001629,credit,8,3,17,Salary
posted,n/a,ACC-3941181087,115.79 -31.94,PAY/SALARY,Paul,5543.03,2018-08-23,M,25,n/a,17:00:00,2687.85,ca45bac0e4fd42f484fc028aa9b650b1,CUS-3989008654,credit,8,3,17,Salary
posted,n/a,ACC-958000567,130.90 -12.37,PAYMENT,Sandra,5528.15,2018-08-23,F,34,n/a,17:00:00,37.0,f39f084c610f4e2a8fcab938285118ff,CUS-4142663097,debit,8,3,17,Others
posted,n/a,ACC-211792489,138.63 -34.93,PAY/SALARY,Jacqueline,6731.99,2018-08-23,F,30,n/a,17:00:00,4910.9,2b4ecc820d834f6ea016b40abbfbfde5,CUS-497688347,credit,8,3,17,Salary
posted,n/a,ACC-53508546,150.62 -33.76,PAY/SALARY,Kimberly,2597.23,2018-08-23,F,35,n/a,17:00:00,725.32,bf0e58900aa941dfa67b68c8daf57098,CUS-72755508,credit,8,3,17,Salary
authorized,1.0,ACC-1496451953,145.16 -37.84,SALES-POS,Ricky,6664.96,2018-08-23,M,43,VIC,17:03:54,41.97,dbaf622c264649619a98801975e643c2,CUS-3142625864,debit,8,3,17,Purchase
authorized,1.0,ACC-3954677887,115.72 -32.28,SALES-POS,Ruth,3087.68,2018-08-23,F,47,WA,17:14:46,53.64,565ffc910f67404a80ad511bdd5147dc,CUS-3716701010,debit,8,3,17,Purchase
authorized,1.0,ACC-1710017148,150.82 -34.01,POS,Michelle,7593.43,2018-08-23,F,19,WA,17:25:39,76.02,9361223316c14c4ba4c55c3f68b20dfd,CUS-883482547,debit,8,3,17,Purchase
authorized,1.0,ACC-1243371644,150.90 -33.78,POS,Gregory,2978.07,2018-08-23,M,42,NSW,17:36:31,23.89,49a3eec9f8374f5c8e7c5a63f3be3bb2,CUS-3904958894,debit,8,3,17,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,POS,Richard,16007.69,2018-08-23,M,24,WA,17:47:23,30.41,3e130a3a1b9f41349fbeac6ee1196396,CUS-51506836,debit,8,3,17,Purchase
authorized,0.0,ACC-3021093232,149.83 -29.47,POS,Melissa,3816.31,2018-08-23,F,30,NSW,17:58:15,24.23,4e4f9078a620423b8c87f9f1a5981c54,CUS-55310383,debit,8,3,17,Purchase
posted,n/a,ACC-588564840,151.27 -33.76,PAYMENT,Isaiah,9241.27,2018-08-23,M,23,n/a,18:00:00,41.0,7142d63c002c426b96d9f8729a2eedb9,CUS-1462656821,debit,8,3,18,Others
posted,n/a,ACC-1683215619,138.67 -34.86,PAYMENT,Barry,4670.48,2018-08-23,M,38,n/a,18:00:00,49.0,918b1058006c432e83a72fc6c5b87038,CUS-1604596597,debit,8,3,18,Others
posted,n/a,ACC-3879258709,143.83 -37.66,PAYMENT,Natasha,193530.49,2018-08-23,F,40,n/a,18:00:00,21.0,f432e5e672224808b03fe37af298dc10,CUS-527400765,debit,8,3,18,Others
authorized,1.0,ACC-2650850707,148.16 -23.52,POS,Brian,108407.26,2018-08-23,M,42,NSW,18:19:59,351.06,e34368dbc7de4653843e173f5e230fbd,CUS-2819545904,debit,8,3,18,Purchase
authorized,1.0,ACC-1222300524,151.23 -33.94,POS,Michael,1868.82,2018-08-23,M,38,NSW,18:43:48,19.14,0908dbda136147f4992ea8f6e8980214,CUS-2142601169,debit,8,3,18,Purchase
posted,n/a,ACC-1222300524,151.23 -33.94,PAYMENT,Michael,1818.82,2018-08-23,M,38,n/a,19:00:00,50.0,d55089db092c45a0ba799613d6f54287,CUS-2142601169,debit,8,3,19,Others
posted,n/a,ACC-2014856841,144.99 -37.90,PAYMENT,Patrick,259973.9,2018-08-23,M,46,n/a,19:00:00,50.0,528448ee053741e19de769590978680b,CUS-2370108457,debit,8,3,19,Others
posted,n/a,ACC-1710017148,150.82 -34.01,PHONE BANK,Michelle,7414.43,2018-08-23,F,19,n/a,19:00:00,179.0,bdd52d8c6c2b435083e769f1cbd29693,CUS-883482547,debit,8,3,19,Others
authorized,1.0,ACC-182446574,116.06 -32.00,POS,Tonya,3397.95,2018-08-23,F,27,NSW,19:03:22,298.18,9aee8945243e49aab9a694acef07059b,CUS-3026014945,debit,8,3,19,Purchase
authorized,1.0,ACC-1608363396,151.22 -33.87,SALES-POS,Robert,4844.12,2018-08-23,M,20,NSW,19:13:53,125.81,07eb6ee1c66e431693c700572be2efd4,CUS-2688605418,debit,8,3,19,Purchase
authorized,0.0,ACC-1799207998,150.68 -33.79,POS,Susan,4522.71,2018-08-23,F,20,NSW,19:24:25,35.88,3bc0e5b3771b4bc8bc7692fa7ad49222,CUS-164374203,debit,8,3,19,Purchase
authorized,0.0,ACC-1799207998,150.68 -33.79,POS,Susan,4493.82,2018-08-23,F,20,NSW,19:34:56,28.89,9af77145eed54d3a95950f830b0255b4,CUS-164374203,debit,8,3,19,Purchase
authorized,1.0,ACC-37709441,153.41 -28.01,POS,Charles,7169.8,2018-08-23,M,18,NSW,19:45:28,29.16,c723ef6de58d49218910ea63afc9feec,CUS-3336454548,debit,8,3,19,Purchase
authorized,0.0,ACC-2615038700,145.35 -38.03,SALES-POS,Emily,29818.31,2018-08-23,F,43,NSW,19:55:59,9.83,fb4a580f8f3e45129be0f2bd1b07f019,CUS-3255104878,debit,8,3,19,Purchase
posted,n/a,ACC-1279356312,144.79 -37.73,PAYMENT,Tyler,6026.23,2018-08-23,M,44,n/a,20:00:00,41.0,cec6e19c899d4ab4bf1a8fad4690cf97,CUS-1892177589,debit,8,3,20,Others
posted,n/a,ACC-4281711154,144.98 -37.84,PAYMENT,Eric,36290.74,2018-08-23,M,42,n/a,20:00:00,151.0,d5a8b7ace4d2426887e2c625786414c4,CUS-3151318058,debit,8,3,20,Others
authorized,1.0,ACC-1973887809,115.78 -31.90,POS,Antonio,3097.22,2018-08-23,M,26,WA,20:15:53,18.11,77b21b2de6ca42e8b97dbb737ac44507,CUS-1646621553,debit,8,3,20,Purchase
authorized,1.0,ACC-1056639002,145.03 -37.91,SALES-POS,Michael,42876.32,2018-08-23,M,22,VIC,20:41:32,9.31,60cc625647be4ef5b24f5f95c8a0ac59,CUS-3462882033,debit,8,3,20,Purchase
posted,n/a,ACC-854938045,147.63 -22.84,PHONE BANK,James,10385.21,2018-08-23,M,28,n/a,21:00:00,58.0,e5adad16b6124406b4af13964aedfc17,CUS-4023861240,debit,8,3,21,Others
authorized,1.0,ACC-1608363396,151.22 -33.87,SALES-POS,Robert,4805.94,2018-08-23,M,20,NSW,21:03:38,38.18,27c1ba9fcbe948be840b714d38fe41c3,CUS-2688605418,debit,8,3,21,Purchase
authorized,1.0,ACC-3689607373,115.79 -31.79,SALES-POS,Virginia,3467.87,2018-08-23,F,20,WA,21:16:37,4.86,481b2bb00fa04170851255b372c4346d,CUS-127297539,debit,8,3,21,Purchase
authorized,1.0,ACC-1799207998,150.68 -33.79,SALES-POS,Susan,4471.88,2018-08-23,F,20,NSW,21:29:36,21.94,67db6d98576b409cb423834e84c3673c,CUS-164374203,debit,8,3,21,Purchase
authorized,0.0,ACC-1199531521,116.02 -31.87,POS,Billy,6797.19,2018-08-23,M,52,WA,21:42:35,16.59,fd37989a7adf47f983ec5c38dae6fe41,CUS-134833760,debit,8,3,21,Purchase
authorized,1.0,ACC-1056639002,145.03 -37.91,SALES-POS,Michael,42823.73,2018-08-23,M,22,VIC,21:55:35,52.59,f91303c12e9f422abda25ff92b275ffc,CUS-3462882033,debit,8,3,21,Purchase
posted,n/a,ACC-3741880913,150.50 -23.40,PAYMENT,Ashley,6063.16,2018-08-23,F,25,n/a,22:00:00,32.0,e1aa42cd916e474c9049a5c8323c7065,CUS-1220154422,debit,8,3,22,Others
posted,n/a,ACC-90814749,151.68 -32.98,PAYMENT,Christopher,7597.13,2018-08-23,M,35,n/a,22:00:00,36.0,e31a9f3f1e734ab6bd37cb661701c0a2,CUS-1896554896,debit,8,3,22,Others
posted,n/a,ACC-602667573,151.23 -33.96,PAYMENT,Michael,5054.8,2018-08-23,M,40,n/a,22:00:00,887.0,a19215dbf80140f6b4d8ac39b75f89a5,CUS-2031327464,debit,8,3,22,Others
posted,n/a,ACC-2265520058,151.27 -33.85,PAYMENT,Catherine,1571.73,2018-08-23,F,26,n/a,22:00:00,33.0,17abd454b6fe419e99d025983c195370,CUS-331942311,debit,8,3,22,Others
authorized,1.0,ACC-2828321672,153.03 -27.51,POS,Stephanie,1437.67,2018-08-23,F,53,QLD,22:09:59,202.74,edc1201fa39f4796aa352f43f2fa60aa,CUS-1005756958,debit,8,3,22,Purchase
authorized,1.0,ACC-182446574,116.06 -32.00,POS,Tonya,3385.35,2018-08-23,F,27,WA,22:25:09,12.6,883dd63cf3b04024b6627b69215251fc,CUS-3026014945,debit,8,3,22,Purchase
authorized,1.0,ACC-1496451953,145.16 -37.84,SALES-POS,Ricky,6648.25,2018-08-23,M,43,NT,22:40:18,16.71,b1f79103279f4f47b336a50810d6f0d0,CUS-3142625864,debit,8,3,22,Purchase
authorized,1.0,ACC-3689607373,115.79 -31.79,POS,Virginia,3441.45,2018-08-23,F,20,WA,22:55:27,26.42,890d263f1c524ae5ba7c2ad6baa02844,CUS-127297539,debit,8,3,22,Purchase
posted,n/a,ACC-354106658,151.04 -33.80,PAYMENT,Christine,7703.82,2018-08-23,F,39,n/a,23:00:00,52.0,64e5394e75ee4a95bf4a8e1abc3fae6b,CUS-2376382098,debit,8,3,23,Others
posted,n/a,ACC-1334819143,145.13 -37.70,INTER BANK,Christopher,58393.53,2018-08-23,M,33,n/a,23:00:00,59.0,775303cc708f47c68dfcc0ee02f2b0bb,CUS-3117610635,debit,8,3,23,Others
authorized,1.0,ACC-1608363396,151.22 -33.87,SALES-POS,Robert,4788.74,2018-08-23,M,20,NSW,23:15:13,17.2,29cf5399a11d4bd08cb3f3a060e01871,CUS-2688605418,debit,8,3,23,Purchase
authorized,1.0,ACC-1222300524,151.23 -33.94,SALES-POS,Michael,1737.93,2018-08-23,M,38,NSW,23:36:57,80.89,3ab068da21c84209896a9443f6bb7487,CUS-2142601169,debit,8,3,23,Purchase
authorized,1.0,ACC-3021093232,149.83 -29.47,POS,Melissa,3792.42,2018-08-23,F,30,NSW,23:58:41,23.89,3a72f781202e4ab286d7032171bc31c6,CUS-55310383,debit,8,3,23,Purchase
authorized,1.0,ACC-182446574,116.06 -32.00,SALES-POS,Tonya,3359.63,2018-08-24,F,27,NSW,00:39:09,25.72,03b6a8bc5d6d4af7972ff4532601af96,CUS-3026014945,debit,8,4,0,Purchase
authorized,1.0,ACC-966140392,147.08 -37.97,SALES-POS,Joseph,3151.56,2018-08-24,M,21,VIC,01:10:12,9.62,be7f3c544a8142fc8eab10a1f047df63,CUS-537508723,debit,8,4,1,Purchase
authorized,1.0,ACC-1516130869,130.84 -12.45,POS,Jessica,3864.78,2018-08-24,F,21,NT,01:30:36,13.5,bf759d5f37734bd6b90788f2e53031ac,CUS-325142416,debit,8,4,1,Purchase
authorized,1.0,ACC-3541460373,145.00 -37.83,SALES-POS,Jeffrey,2525.08,2018-08-24,M,24,VIC,01:51:01,12.51,0c31ec92e2544a2f9bef5af5b2e3856e,CUS-1433879684,debit,8,4,1,Purchase
posted,n/a,ACC-3881031190,149.19 -21.15,INTER BANK,Richard,3711.09,2018-08-24,M,37,n/a,02:00:00,86.0,9ce694bdfff84719a53bfd34f83c16fa,CUS-3201519139,debit,8,4,2,Others
authorized,1.0,ACC-2305712452,138.61 -34.89,SALES-POS,Debra,1923.51,2018-08-24,F,18,SA,02:16:28,11.2,aaba405e776142a7a714451266648a4f,CUS-1842679196,debit,8,4,2,Purchase
authorized,1.0,ACC-559365433,147.31 -42.88,POS,Mary,1264.66,2018-08-24,F,64,VIC,02:45:52,21.84,6fbc79c390364a6fb6a3a206f22a0f1b,CUS-1654129794,debit,8,4,2,Purchase
posted,n/a,ACC-1683215619,138.67 -34.86,PAYMENT,Barry,4611.48,2018-08-24,M,38,n/a,03:00:00,59.0,43795733ed1840518b8df791d569c2a4,CUS-1604596597,debit,8,4,3,Others
posted,n/a,ACC-2673069055,152.99 -27.49,PAYMENT,Richard,15964.69,2018-08-24,M,24,n/a,03:00:00,43.0,fe0d759c8a7d41a7a693389a2c58de70,CUS-51506836,debit,8,4,3,Others
posted,n/a,ACC-1496451953,145.16 -37.84,PAYMENT,Ricky,6625.25,2018-08-24,M,43,n/a,04:00:00,23.0,5a75104e12804a0a8828146bccc23e76,CUS-3142625864,debit,8,4,4,Others
posted,n/a,ACC-1710017148,150.82 -34.01,PAYMENT,Michelle,7374.43,2018-08-24,F,19,n/a,04:00:00,40.0,4d0a2fcf909d422788b7fdeca3a038ae,CUS-883482547,debit,8,4,4,Others
authorized,0.0,ACC-354106658,151.04 -33.80,SALES-POS,Christine,7657.7,2018-08-24,F,39,NSW,04:07:24,46.12,6c1cd8ac42e7426d88aec41be5dd524a,CUS-2376382098,debit,8,4,4,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,1854.07,2018-08-24,F,26,QLD,04:25:55,14.15,8dac7e74fb064664baf96e9549e850ae,CUS-2487424745,debit,8,4,4,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,POS,Diana,1841.75,2018-08-24,F,26,QLD,04:44:26,12.32,b295a9ccabed41a7a9b5e1ce6f41a4a8,CUS-2487424745,debit,8,4,4,Purchase
posted,n/a,ACC-3827517394,151.12 -33.89,PAYMENT,Craig,32613.16,2018-08-24,M,28,n/a,05:00:00,65.0,05ab725a0ed84a97bb4429ffe2795d61,CUS-2663907001,debit,8,4,5,Others
authorized,1.0,ACC-1424176027,151.08 -33.93,SALES-POS,Donald,3828.34,2018-08-24,M,22,WA,05:26:39,14.3,459ec3ded9bb4017933f00a34d1c748a,CUS-3431016847,debit,8,4,5,Purchase
posted,n/a,ACC-2890243754,153.32 -27.93,PAYMENT,Joseph,1715.12,2018-08-24,M,37,n/a,06:00:00,166.0,eca626a191844cb58ceb4e73c95d1401,CUS-2695611575,debit,8,4,6,Others
posted,n/a,ACC-3941181087,115.79 -31.94,PAYMENT,Paul,5515.03,2018-08-24,M,25,n/a,06:00:00,28.0,1295717d2df048bf90298658937b7f49,CUS-3989008654,debit,8,4,6,Others
posted,n/a,ACC-1990648130,114.62 -28.80,PAYMENT,Kaitlyn,2646.63,2018-08-24,F,21,n/a,06:00:00,28.0,a09ccb2f11f04a008a7a26536ff18cd0,CUS-809013380,debit,8,4,6,Others
authorized,0.0,ACC-966140392,147.08 -37.97,POS,Joseph,3127.51,2018-08-24,M,21,VIC,06:49:59,24.05,dfa4b47163904324a9062087d36fb81b,CUS-537508723,debit,8,4,6,Purchase
posted,n/a,ACC-1496451953,145.16 -37.84,PAYMENT,Ricky,6608.25,2018-08-24,M,43,n/a,07:00:00,17.0,a3e8fcb6015040578993fc9b3384eed5,CUS-3142625864,debit,8,4,7,Others
posted,n/a,ACC-574997646,150.79 -33.64,PAYMENT,Mackenzie,1381.1,2018-08-24,F,18,n/a,07:00:00,91.0,a27f132268f74867927e15fc5a4195c4,CUS-586638664,debit,8,4,7,Others
authorized,1.0,ACC-2270192619,138.56 -35.27,POS,Darren,9177.2,2018-08-24,M,20,SA,07:31:06,18.98,d0ac541bd34b4a08b1ac4b8fd9393f3f,CUS-2110742437,debit,8,4,7,Purchase
authorized,0.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,1826.8,2018-08-24,F,26,NSW,08:01:49,14.95,5f7d22a1c52f4be59646926045e049a0,CUS-2487424745,debit,8,4,8,Purchase
authorized,0.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,1819.99,2018-08-24,F,26,QLD,08:10:04,6.81,3e0c6bb4793c4f1a85c3caa1b9818c77,CUS-2487424745,debit,8,4,8,Purchase
authorized,1.0,ACC-3233697971,151.04 -33.77,POS,Robin,4051.35,2018-08-24,F,34,NSW,08:18:20,17.65,b468f62c6c144bf6ac7e88fd90ecfc41,CUS-1147642491,debit,8,4,8,Purchase
authorized,1.0,ACC-1608363396,151.22 -33.87,POS,Robert,4779.29,2018-08-24,M,20,NSW,08:26:36,9.45,15a8f33e34844216868a9f3907e9f21d,CUS-2688605418,debit,8,4,8,Purchase
authorized,1.0,ACC-1973887809,115.78 -31.90,SALES-POS,Antonio,3014.02,2018-08-24,M,26,NSW,08:34:52,83.2,cf29ee4436ac4034bab61c9310c751c1,CUS-1646621553,debit,8,4,8,Purchase
authorized,1.0,ACC-3100725361,145.73 -17.03,POS,Ronald,696.66,2018-08-24,M,25,VIC,08:43:08,28.16,ce7232c4291e49b7ade5af5e311f31f4,CUS-2178051368,debit,8,4,8,Purchase
authorized,0.0,ACC-2681137560,151.11 -33.99,SALES-POS,Nathaniel,2660.51,2018-08-24,M,31,NSW,08:51:24,4.05,abe2b3603b3841968096da31a7275498,CUS-2083971310,debit,8,4,8,Purchase
authorized,0.0,ACC-1424176027,151.08 -33.93,POS,Donald,3806.68,2018-08-24,M,22,NSW,08:59:40,21.66,049793fec41b4027a790b5fb1e90b2d8,CUS-3431016847,debit,8,4,8,Purchase
authorized,1.0,ACC-2970114956,144.89 -37.69,SALES-POS,Robert,6740.25,2018-08-24,M,26,VIC,09:07:16,25.08,8e0dc63021864d429309a45571fb3821,CUS-880898248,debit,8,4,9,Purchase
authorized,1.0,ACC-4258502723,145.45 -37.74,POS,Kimberly,1766.84,2018-08-24,F,24,QLD,09:14:50,2.85,588f6895cb35417db4fa3106d5e18161,CUS-3378712515,debit,8,4,9,Purchase
authorized,1.0,ACC-1990648130,114.62 -28.80,POS,Kaitlyn,2638.45,2018-08-24,F,21,WA,09:22:25,8.18,b4143e81fe0247c093ca5dadd283971c,CUS-809013380,debit,8,4,9,Purchase
authorized,1.0,ACC-1799207998,150.68 -33.79,SALES-POS,Susan,4354.04,2018-08-24,F,20,WA,09:29:59,117.84,638f52100fb040f486743c1ca8e4acbe,CUS-164374203,debit,8,4,9,Purchase
authorized,1.0,ACC-3084464802,145.15 -37.76,SALES-POS,Susan,5193.05,2018-08-24,F,19,VIC,09:37:34,16.45,4ebd01a1f22f4656b10552114ead2078,CUS-1928710999,debit,8,4,9,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,POS,Richard,15945.29,2018-08-24,M,24,QLD,09:45:09,19.4,7b0bea0759cd445b96a4157ce6bf2743,CUS-51506836,debit,8,4,9,Purchase
authorized,0.0,ACC-3100725361,145.73 -17.03,POS,Ronald,687.85,2018-08-24,M,25,VIC,09:52:43,8.81,ca287b449dd94010a93cfcbd8ddccfce,CUS-2178051368,debit,8,4,9,Purchase
posted,n/a,ACC-1334819143,145.13 -37.70,PAYMENT,Christopher,58343.53,2018-08-24,M,33,n/a,10:00:00,50.0,d2552249592544debd43e3001b0c7022,CUS-3117610635,debit,8,4,10,Others
authorized,1.0,ACC-1608363396,151.22 -33.87,POS,Robert,4774.55,2018-08-24,M,20,NSW,10:00:51,4.74,2f7d117b25f3407583897e881b865985,CUS-2688605418,debit,8,4,10,Purchase
authorized,1.0,ACC-2970114956,144.89 -37.69,SALES-POS,Robert,6718.35,2018-08-24,M,26,VIC,10:22:07,21.9,21ecb989276b4b54a4aa897d8a98705f,CUS-880898248,debit,8,4,10,Purchase
authorized,1.0,ACC-3233697971,151.04 -33.77,POS,Robin,4007.67,2018-08-24,F,34,NSW,10:43:24,43.68,5e60603d72ec4c84a13ab7559cea7b2a,CUS-1147642491,debit,8,4,10,Purchase
posted,n/a,ACC-1788473090,145.06 -37.95,INTER BANK,Rachael,3376.22,2018-08-24,F,21,n/a,11:00:00,66.0,9e6410f30baf4d83b600a97f2cff64d6,CUS-134193016,debit,8,4,11,Others
posted,n/a,ACC-3536132544,144.93 -37.79,PAYMENT,Heather,3009.91,2018-08-24,F,41,n/a,11:00:00,33.0,80bef502f7eb41b7ba53dce76a3078b4,CUS-2348881191,debit,8,4,11,Others
posted,n/a,ACC-414431115,142.77 -37.06,INTER BANK,Amy,1465.94,2018-08-24,F,43,n/a,11:00:00,18.0,7b4724be22cc47629d302bd29279efca,CUS-2599279756,debit,8,4,11,Others
posted,n/a,ACC-1334819143,145.13 -37.70,PAYMENT,Christopher,58219.53,2018-08-24,M,33,n/a,11:00:00,124.0,e2014146302a49968f77a3ba78714570,CUS-3117610635,debit,8,4,11,Others
